Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality
30,86,8.3,20.4,21.4,10.2,1.59,7.2,733,25,1,10,Moderate
34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745,41,2,7,Hazardous
30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,32,2,7,Moderate
30.6,44.2,12,16.4,14.7,2.9,0.99,12.1,569,42,1,12,Good
39.3,76,38.4,49.6,23.5,26.8,2.06,3.4,452,32,2,10,Poor
25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,18,1,9,Good
33.3,80,33.8,48.2,38.3,3.7,1.61,5.1,507,16,2,4,Poor
25.5,85.4,13.3,26,35.7,9.6,1.54,6.6,662,14,2,4,Moderate
32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,36,4,9,Poor
29.9,56.3,13.9,16.1,13,3.3,0.99,10.2,519,41,1,7,Good
32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539,48,4,7,Moderate
30.4,57.7,12.2,28.7,37.2,25,1.95,3.9,749,38,3,5,Poor
26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,41,3,4,Moderate
25.2,71,10.8,14.9,14.6,5.8,1.05,12.6,479,24,1,0,Good
25.6,66,0.8,6.7,16,7,0.84,11.7,431,18,3,8,Good
37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,38,2,5,Poor
23.6,50.5,19.6,25.4,21.6,5,0.96,10.5,294,34,2,5,Good
28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,565,31,1,0,Moderate
44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,707,33,1,6,Poor
30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201,33,0,0,Good
26.4,78.1,1.8,9.9,27,6.6,1.06,14.6,552,42,3,4,Good
26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,42,3,9,Good
32.8,62.4,24,42.7,32.9,25,2.29,6.2,415,35,3,6,Poor
22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361,38,1,5,Good
30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,35,1,3,Moderate
23.1,63,9.9,17.8,25,5.4,1.03,10.2,403,25,1,3,Good
28.2,78.9,0.1,6.9,26,10.4,1.55,6.5,679,37,6,12,Moderate
26.7,60,7.1,11,20.2,5.9,1.01,10.8,349,16,3,9,Good
33.4,85.5,55.9,60.9,36,10.2,1.64,3.7,698,40,1,4,Poor
22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,18,4,5,Good
37.9,89.7,3.1,18.3,36.7,4.7,2.72,2.6,592,32,1,6,Hazardous
25.1,66.6,38.5,43.4,18.5,4.3,0.92,12,326,21,1,7,Good
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,35,2,5,Hazardous
18.5,54,5.2,7.7,22.7,3.9,0.86,14.1,415,29,0,0,Good
22.7,44,13,16.1,16.1,3.4,0.95,12.9,330,14,2,5,Good
30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,34,0,5,Moderate
29.3,67,53.8,67,18.1,13.3,1.3,9.1,336,24,1,14,Moderate
36.1,61.6,1.1,10.7,21.5,8.5,1.76,7,567,38,3,16,Moderate
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6,404,30,3,8,Moderate
40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,555,33,2,3,Hazardous
23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,20,1,8,Good
27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817,24,0,0,Poor
19,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,25,2,3,Good
29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,38,1,0,Moderate
34.2,62.7,40,50.3,23.8,9.3,1.5,5.1,416,46,2,8,Moderate
39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,21,4,1,Poor
30.9,74.6,24,28.9,23.6,7.7,1.01,10.7,217,40,1,4,Good
31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,8,4,5,Good
39.2,108,73.5,88.5,34,15.8,1.96,6.2,734,18,0,5,Hazardous
33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,20,1,4,Poor
22.4,54.5,0,4.6,20.6,7.5,0.74,11.4,326,16,0,7,Good
30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,14,1,0,Moderate
20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,34,1,12,Good
27,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615,27,5,1,Moderate
33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742,33,1,6,Poor
26,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,36,1,8,Moderate
30,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,32,0,8,Moderate
29.7,93.5,2.9,21.9,30.5,10,1.79,3.7,816,36,3,9,Poor
37.7,93.3,115.9,145.3,33.2,16.2,2,8.2,374,29,2,0,Poor
44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514,18,2,2,Hazardous
31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,40,2,6,Poor
25.1,70.9,16.8,33,37.1,9.1,1.05,6.3,569,24,3,7,Moderate
30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,20,1,11,Good
27.3,71,8.3,11.9,13.5,11.1,1.13,12,390,28,1,3,Good
34.3,70.1,0.5,19.9,32.1,14.8,2.04,5,551,20,1,2,Poor
26.8,63.3,1.7,5.3,17.3,2,0.92,11.3,481,25,3,3,Good
51.4,108.7,2.1,20.6,27.1,11.8,2.03,2.6,744,33,4,15,Hazardous
37.9,84.7,8.4,38,48.7,3.4,2.05,3.8,729,33,3,12,Hazardous
22,51.1,26,27.3,23,8.2,1.03,14.4,384,21,0,5,Good
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,25,3,11,Good
31.7,95.3,42.1,64.9,30.4,13,2.14,4.3,595,40,3,3,Poor
24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,34,0,9,Good
21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,50,3,0,Good
41.4,55,14.8,28.8,27.7,16.4,1.32,5,297,41,4,7,Moderate
32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,41,1,10,Moderate
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,16,3,4,Poor
28.9,73.1,5.6,10.3,17,5.6,1.02,10.8,303,37,2,8,Good
32,81.6,3.1,11,28,11,1.31,6.1,531,29,1,3,Moderate
35,85.2,47.4,62.5,24,8.8,1.87,9.2,641,24,5,7,Moderate
39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,31,1,4,Poor
35.2,57.6,46.5,59,22.3,4.7,1.37,5.3,650,39,0,9,Moderate
20.2,65.4,6.2,13.1,26.1,8.5,0.94,11,338,35,2,0,Good
29,44.6,21.2,28,19.6,3.3,1.2,11.1,545,21,1,1,Good
23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443,37,4,11,Good
26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,23,1,0,Poor
37.3,49.5,13.1,28.5,31,14,1.52,6.4,300,32,1,3,Moderate
31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,26,2,5,Moderate
15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,27,1,7,Good
26.8,71.2,9.5,22.8,20.4,14,1.54,6.2,367,37,3,4,Moderate
42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,19,5,1,Hazardous
26.8,55.2,3.6,8,20.7,5.6,0.76,12.2,575,49,1,10,Good
22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356,11,2,10,Good
35.4,78.8,14.3,23.8,26.8,14,1.3,7.3,346,24,3,4,Moderate
21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,33,3,0,Good
20.5,80.3,12.6,25.9,33,11.4,1.44,6.1,433,35,3,7,Moderate
45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638,28,2,6,Hazardous
25,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386,29,0,3,Good
34.6,68.4,56.8,72.9,32.9,7.8,1.51,6,702,34,2,0,Poor
32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,27,3,4,Poor
22.1,46.7,0.8,6.3,26,3.1,0.98,10,469,43,2,9,Good
30.4,77,10,14.8,15.5,3.1,0.9,10.1,386,38,0,9,Good
24.5,65.3,29.4,38.1,33.4,2,1.23,6,616,38,3,5,Moderate
26.5,69,9.7,19.6,18.3,4.7,0.95,15.6,262,20,4,3,Good
24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,29,1,8,Good
26,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,26,4,1,Good
25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226,19,0,0,Good
31.3,102.2,15.4,33.6,29.6,21,1.88,4.1,466,33,3,5,Poor
36.2,58.4,2,14.7,22.9,5.9,1.17,5.5,533,24,3,12,Moderate
23.2,60.9,3.7,4,14.5,4.2,1.02,13.9,381,36,3,12,Good
26.5,64.6,36.9,37.9,20.8,5,0.98,13,359,19,3,0,Good
25.5,57.8,1.4,7.7,33,9.5,1.96,6.9,481,47,2,4,Moderate
32.4,66.1,9.1,16,13.9,4.6,1.02,11.4,283,21,1,15,Good
21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,32,3,3,Good
39.2,68,4,18.4,30.2,16.8,1.77,3.8,763,37,1,12,Poor
30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,24,3,9,Moderate
32.2,57,22.8,34.4,25.7,5.8,1.5,7,509,38,3,10,Moderate
24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,17,3,4,Moderate
37,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841,44,2,4,Hazardous
39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,756,30,3,2,Hazardous
29,74,2.2,15,22.3,10.5,1.72,10.2,703,24,1,9,Moderate
35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463,27,2,0,Moderate
28.6,45.6,56.8,64.8,30.2,7,1.42,7.6,681,38,1,5,Moderate
28.9,44.2,5.6,10.9,19.7,4.5,1.03,18,333,24,4,12,Good
24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,22,3,8,Good
43.3,95.1,20.3,53,37.9,21,2.08,6.3,581,27,4,10,Hazardous
23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,18,4,0,Moderate
31.6,95.2,157.5,180,38.8,28.7,2,3.6,571,48,4,2,Poor
25.1,68.4,5.4,11.9,15,1.2,1.03,13.7,203,24,4,10,Good
36,70.2,12.5,41.9,30.7,16,1.79,4.6,624,38,1,6,Poor
29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,32,0,1,Moderate
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,20,0,8,Good
23,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,29,4,3,Good
32,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,37,3,16,Good
25.4,63.2,10.7,16,17.9,2.2,0.93,12.7,560,28,0,8,Good
25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506,41,1,2,Good
28,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380,40,2,9,Good
23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,39,1,12,Good
46.7,84.2,1.6,26.6,36.5,13.4,3.04,8,506,25,1,5,Hazardous
20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520,19,6,2,Good
29,100.2,69.8,85,26.5,17,1.95,4.9,641,23,1,6,Poor
40.8,100.7,23.3,39.7,49.3,31.9,2.78,11.2,671,31,2,3,Hazardous
23,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566,35,0,4,Moderate
23.9,49.8,3.2,8.9,16.4,7.4,1,11.1,237,8,1,0,Good
38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,29,1,9,Hazardous
25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,31,2,1,Good
29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,27,1,8,Good
32.1,59.4,8.2,13.3,22.8,2,1.16,10.2,396,42,0,4,Good
32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,34,1,6,Moderate
24.6,96.2,114.7,142.1,32.2,17.1,1.95,3.7,677,43,3,4,Poor
25.3,63.9,16.1,24.8,26.6,9.8,1.08,10.1,552,27,1,6,Good
33.3,51.4,9.6,20.7,20.7,16,1.48,5.8,542,39,1,7,Moderate
21.3,79.2,28.9,32.9,16.9,3,0.98,12.2,372,46,3,4,Good
38.7,67,22.4,41.4,46.9,21.7,2.24,5.7,520,43,3,0,Hazardous
21.3,47.7,8,12.3,21.2,7,0.99,10.7,478,19,1,7,Good
43.2,98.2,6.1,32.9,42.3,19.8,2.26,4.1,797,27,0,7,Hazardous
28,50.9,1,6.3,23,5.3,0.87,13.2,381,26,4,0,Good
24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568,34,2,2,Moderate
26,38.6,16.6,22.7,22,2.8,1.22,12.9,389,36,1,4,Good
23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,21,3,0,Moderate
34.4,87.9,216.9,240,50.7,15.3,2.53,4.3,578,30,1,8,Hazardous
41.4,66.1,15.1,31.6,28.7,19.4,1.65,5.9,776,9,1,4,Poor
46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,44,4,7,Hazardous
28.4,75.5,13.1,26.9,20,14.1,1.72,5.8,402,24,4,1,Moderate
33,79.1,3.4,10.9,12.2,5.7,0.98,11.1,213,30,1,14,Good
31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,26,2,0,Moderate
21.8,59.9,21,22.6,23.5,5.2,0.94,10,318,41,4,4,Good
32,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,1,2,10,Moderate
38.9,90,28.7,41.1,31.6,15.8,1.71,7.1,666,29,2,1,Poor
27.3,61,32.3,34.8,21,6.9,0.98,10.4,453,28,1,6,Good
37.3,70.1,4.6,17.8,34.8,12,1.73,3.6,609,25,2,8,Poor
39.8,84.8,49.3,69.5,30.4,14.2,2.44,6.4,555,47,1,0,Hazardous
25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379,21,3,3,Good
23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578,37,4,6,Good
34.1,55,12,30.7,28.3,22.7,1.64,3.4,684,33,3,7,Poor
29.4,62.3,7.4,14.9,25.6,8.2,1.53,11.1,337,42,1,2,Moderate
24.5,60.1,5.4,12.5,27.4,5.4,0.98,10.5,476,23,0,13,Good
29.8,44,30.2,31.6,23.9,2.6,0.99,18.6,322,22,1,7,Good
22.8,72.8,16.8,25.2,23,2.1,1.15,10.3,502,40,4,9,Good
23.5,73.7,2.1,6,22.2,3,0.86,10.7,200,34,1,8,Good
34.8,78.3,43,56.3,41.7,8,1.32,5.7,738,14,2,0,Poor
29,80.3,5.4,11.2,19,4.6,1.01,10.1,538,24,0,5,Good
22.5,81.5,2,15.3,27.8,14.7,1.75,5,492,33,5,5,Moderate
34.5,82.1,25.3,40.9,41.4,17.2,2.73,5,808,38,2,4,Hazardous
28.7,59.4,4,8.5,18.9,5.6,0.84,10.1,364,23,1,6,Good
30.5,73.1,51.1,73.9,31.4,19.4,2.05,4.9,664,0,3,0,Poor
32.7,50.3,26.8,40.9,22,8.1,1.68,9.1,417,35,4,6,Moderate
28.8,75.6,21.4,24.5,24.5,5.3,1.1,11.4,291,17,1,4,Good
30.5,54,6.3,14.5,29,7.9,1.54,5.8,391,9,1,0,Moderate
40,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591,1,4,7,Poor
27.7,75.8,0.2,5.2,10.4,4,0.93,10.4,505,38,4,1,Good
31.7,54.2,16.8,26,32.6,11.2,1.76,5.8,514,31,1,4,Moderate
29.3,68.3,3,8.1,10.8,5.2,1.09,10.5,336,27,2,4,Good
22,59.2,14,25.8,20.8,13.2,1.5,5.4,503,43,3,0,Moderate
21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580,36,2,0,Poor
30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,46,3,8,Poor
30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,16,2,3,Poor
29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571,29,8,4,Moderate
31.9,74.7,15.3,33.9,48,13.6,2.29,5.6,756,13,2,6,Poor
28.8,66.7,7.6,10.6,16.4,5.1,1.25,13.3,460,27,1,0,Good
32.2,87.1,48.1,64.2,29.7,15.3,1.44,5.3,666,27,1,4,Moderate
24.2,56.3,9.6,16.3,15.3,5,1.04,12.9,387,36,0,5,Good
33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489,30,0,13,Moderate
40,63.6,83,114.7,49.1,15.5,2.53,2.9,767,36,2,2,Hazardous
31.3,64.4,3.9,6.9,26.4,5,0.97,10.6,315,37,1,9,Good
39.7,67.9,35.7,39,33.1,8.8,1.73,7.3,617,51,3,5,Poor
26.4,62.1,7.1,10.1,19.2,5.9,1.06,12.2,437,26,2,1,Good
21.4,62.6,5.3,10.8,14.3,3.5,0.93,14.7,391,20,1,3,Good
30.5,77.1,14,23.8,32.3,12.4,1.8,6.9,357,32,1,9,Moderate
19.7,41,3.1,5.5,14.3,1.3,1.08,10.3,509,21,2,9,Good
24,43.8,13.6,18.3,24.2,7.2,0.88,10.1,477,44,4,3,Good
36.8,69.6,21.8,35.1,36,4.3,2.45,4.8,729,27,2,7,Poor
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438,24,2,1,Good
35,61,15.4,29.4,31.8,40.7,2.66,4.8,733,25,1,5,Hazardous
49.1,93,57.2,85.2,36.9,22.3,2.77,3.6,623,37,1,4,Hazardous
28.7,81,17.8,28.2,23.5,12,1.42,10.5,352,28,1,9,Moderate
45.6,78.7,3.4,25.3,34,11.5,2.41,2.5,503,23,1,7,Hazardous
27.1,67.9,30.7,41.4,18.9,3.9,0.94,11.4,563,46,2,3,Good
31.6,52,0.7,13.8,28.7,12.1,1.45,6.5,549,21,2,3,Moderate
32.2,78.1,0.4,6.2,26.7,13.8,1.64,5.1,540,30,4,5,Moderate
31.5,85.2,11.3,21.9,26.6,9.1,1.2,5.2,676,36,3,5,Moderate
41.6,86.7,51.4,76.8,30.1,27.7,2.27,6.8,744,13,4,4,Hazardous
25.2,66.6,21.7,30.7,28,3.4,1.12,13.5,283,34,5,4,Good
27.3,75.6,2.1,7.7,24.4,14.2,2.12,6.7,665,19,3,11,Poor
32.3,77.3,28.8,54.3,21.8,11.2,2.21,5,478,38,2,4,Poor
19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208,20,1,7,Good
26.3,54.1,0.9,10.3,25.1,4.5,0.95,10.1,316,36,3,15,Good
22.8,66.7,21.5,34.5,29.1,7.5,1.74,5.3,346,41,2,2,Moderate
27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225,38,0,6,Good
27.7,51.3,0.5,22.9,29.1,14,1.68,3.8,470,32,4,6,Poor
30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405,27,3,5,Moderate
23.8,72.5,16.3,20.1,26.3,3.9,0.69,12.2,519,24,2,6,Good
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7,304,44,0,2,Moderate
23.2,67,8.1,14.5,12.4,3.8,0.89,10.5,222,23,1,7,Good
37,78.3,12,24.3,23.7,6.1,1.7,7.6,485,19,6,0,Moderate
31.5,83.9,14.3,24.3,29.9,12.7,1.64,5.2,265,36,1,13,Moderate
39.4,101.1,16.6,36.8,49.8,30.4,2.01,3.6,789,22,3,12,Hazardous
22.3,54.1,4.3,10.3,12.7,4.5,1.02,10.4,275,20,2,4,Good
37.3,76.1,7.9,18.8,39.5,11.9,2.27,3.5,434,15,4,10,Poor
24.2,83.2,19.6,29.1,22.4,1.7,1.37,6,384,25,0,4,Moderate
32.7,74.9,21.4,22.4,18,12,1.57,5.7,586,29,2,6,Moderate
25.9,46.2,0.4,5.5,21.7,8.7,0.95,10.8,299,32,3,3,Good
21.5,69.6,0.3,4.7,10,4.9,0.96,14.2,388,39,1,9,Good
29.8,68.3,0.1,10.9,19.9,6.1,1.57,5.4,345,35,0,3,Moderate
18.5,71,13.2,20.4,19.4,5.2,0.89,12,550,28,1,9,Good
36.8,73.6,36,51.2,24.5,11.2,1.53,6,630,28,4,5,Moderate
21.4,55.3,3.3,5,13.3,0.9,1.28,10.1,609,35,2,5,Good
28.7,65,12,18.3,27.3,6.2,0.99,10.3,331,42,1,0,Good
40,68.1,31.6,45.7,38.1,14.4,2.17,4,596,31,1,6,Poor
24.4,45.9,25,30.5,22.8,3.1,0.97,11.5,524,25,2,1,Good
45.3,73.7,53.2,84.6,47.8,28,2.45,2.8,480,20,1,6,Hazardous
29.7,55.6,28,45.2,24.5,7.9,1.25,5.9,471,15,3,13,Moderate
30.1,70.5,39.7,53,24.8,8.3,1.34,5.9,683,36,4,0,Moderate
23,76.7,4.3,12,18.3,0.7,1.07,12.9,270,35,2,5,Good
36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,35,2,3,Moderate
29.9,78.9,11.6,26.1,17.5,5.3,1.49,6.6,533,28,4,1,Moderate
18.7,65.8,8.3,15.6,27.5,7.3,0.86,12.9,259,44,1,2,Good
21.2,72.7,13.9,21.1,23.4,5.1,0.87,11.7,207,25,1,11,Good
21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594,39,2,12,Moderate
31.4,93.4,11.6,27.1,19.2,16,1.77,8.7,383,29,1,1,Moderate
31.2,75.5,30.5,37.8,32.7,8.6,1.79,6,608,23,1,7,Moderate
33.8,67.8,5.3,6.6,21.4,9.9,1.24,7.5,376,35,3,2,Moderate
40.9,62.4,19,36.7,36.1,20.9,2.3,8.1,518,34,5,3,Poor
29.4,63.7,79.7,93.1,26.2,12.2,1.56,5.4,326,33,3,0,Moderate
45.8,96.4,0.4,10,34.1,11.9,1.9,11.6,374,30,1,14,Poor
25.3,59.4,5.2,10.7,22.1,3.6,1.08,10.5,317,29,2,10,Good
27.4,64.7,23.9,32.4,12.8,1.9,1.08,17.2,403,53,6,3,Good
24.4,69.9,24.1,30,19.4,10.2,1.72,11.3,581,41,1,7,Moderate
29.4,73.1,9.4,13.7,38.5,5.1,1.59,3.8,438,37,2,4,Poor
29.6,46.4,14.2,16.9,11.8,6.5,1,11.8,382,31,4,9,Good
23.4,53.5,4.9,10.5,17.5,6.3,0.91,15.5,501,40,3,4,Good
25.8,42.2,2.2,3.9,15.2,9,0.99,13.8,543,35,2,5,Good
22.9,74.8,9.5,15.1,21.6,4.8,1.11,13.7,525,30,0,3,Good
21.6,50.7,1.5,4,11.7,2.3,0.94,12,452,26,5,8,Good
30.1,86.2,18.7,27.7,33.4,9.3,1.57,5,479,29,0,14,Moderate
19.7,48,20.5,25.1,18.2,6.9,1.13,10.5,604,0,1,4,Good
21.7,65.6,2.3,7.4,10.1,5.4,0.91,14.6,302,32,2,4,Good
40.6,77.6,18.1,46.7,35.9,13.8,1.96,4.5,434,25,2,5,Poor
29.5,69.6,11.8,18.2,28.9,6.7,0.94,11.7,363,45,4,7,Good
28.7,54.7,17.7,25.2,39.7,9.8,2.44,4.4,522,30,3,4,Poor
26.4,52.6,4.7,12.5,24.1,5.6,0.91,10.4,500,18,2,4,Good
28.9,72.2,9.9,25.7,35.4,9.8,1.33,6.6,597,29,2,6,Moderate
36,90.1,29.5,41.4,34.6,13.3,2.12,5.1,760,19,1,0,Poor
34.5,83,89.5,108.6,36,16,3.67,5.9,781,34,1,3,Hazardous
31.5,95.4,24.3,41.3,35.5,34.3,2.52,3.2,790,32,1,0,Hazardous
37.9,80.9,76.2,106.7,40.9,9,2.11,5.9,737,39,6,4,Hazardous
39.9,69.7,1.8,10.6,27.1,18,2.29,6.9,660,22,0,2,Hazardous
25.5,54.8,19.3,27.1,25.4,3.1,0.89,11.4,530,30,3,8,Good
21.5,75.4,11.2,17.5,14.8,6.3,1.01,14.6,298,16,4,3,Good
24.8,57.4,11.2,16.3,17.1,2.8,1.24,12.9,495,37,3,4,Good
31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373,35,3,0,Moderate
44.5,81.7,85.6,107.6,34.2,34.9,2.45,7.5,682,34,0,10,Hazardous
33.9,63.5,55.1,78.8,41.8,18.9,1.99,3.6,454,30,0,1,Poor
22.2,53.1,13.8,15,21.5,4.1,1.06,14.5,276,34,2,4,Good
28.5,74.7,9.4,16.7,17.5,9.1,1.06,11.2,304,46,2,9,Good
25.3,50.8,7.7,13.4,16.5,3.8,1.15,10.8,338,27,0,9,Good
33.6,55.2,2.9,21.2,21.9,5.1,1.69,5.3,454,31,1,1,Moderate
32.5,69.3,28,47.9,28.8,9.8,1.53,5.2,409,19,0,8,Moderate
19.9,80.9,12.2,22,24.4,8.3,1.45,7.3,433,21,6,1,Moderate
26.4,70.6,18.8,25,26.9,6.3,1,16.1,500,30,2,6,Good
30.3,77.1,1.9,11.7,32,16.4,1.99,9.9,618,41,5,2,Moderate
35.1,51.8,4.7,14.9,14.8,10.5,1.25,6.8,352,27,4,1,Moderate
25.5,68.9,2.9,16,38.3,2.3,1.61,10.9,357,27,1,6,Moderate
31.8,71.4,18.6,32,18.7,13.9,1.3,5.5,483,25,4,3,Moderate
21.1,55.8,28.7,42.8,23.6,6,1.52,7.5,424,24,4,14,Moderate
23.7,72,2.3,12.5,16.3,11.3,1.52,6.1,607,32,2,3,Moderate
28,71,26.7,28.4,19.4,6,1.07,11.1,233,15,1,1,Good
45,107,13.2,20.9,56,10.2,2.23,4,775,42,2,2,Hazardous
22.7,78.2,7.4,7.5,19.8,5.2,0.86,10.2,255,23,2,5,Good
46,90.9,11,30.8,26.2,15,1.78,5.6,736,37,2,6,Poor
24.2,41.3,1.1,6,12.3,7.8,1.16,10.4,601,17,4,7,Good
28,53.6,20.2,28.4,14.1,2.7,0.99,11.7,475,36,0,9,Good
27.9,70.5,2,6.6,17.7,3.2,0.94,11,554,36,1,0,Good
26.7,42.5,20,24.9,22.1,8.4,0.95,15,309,33,1,9,Good
34.1,79.9,42.9,48.9,41.9,20.4,2.03,4.8,515,20,2,2,Poor
30.1,78.4,6.5,24.9,28.8,6.6,1.98,7,569,32,3,7,Poor
20.9,68,3.3,8.8,21.9,4.1,1.08,10.5,538,18,0,12,Good
21.4,77.6,7.7,11.2,25.2,5,0.94,12.6,547,27,1,2,Good
26.5,68,20.7,28.1,14.2,2.4,0.9,13.3,248,40,1,2,Good
27.8,69.2,2.7,7.9,24.8,2.1,1.22,10.2,401,37,0,1,Good
43.6,112.5,47.7,69.6,40.8,21.6,2.64,3.2,805,30,1,4,Hazardous
29.2,64.3,46.3,51,26.7,9.8,1.5,6.1,623,20,2,11,Moderate
23.7,66.3,11.8,14.4,12.2,1.9,0.79,12,248,36,1,1,Good
19.1,63.4,23.9,31.8,22.1,9.2,1.5,5.2,639,30,2,4,Moderate
21.3,75.7,28.7,33.5,14.8,3.2,1.1,11.4,243,6,3,9,Good
35.8,69.7,9.8,14.4,22.5,10.5,1.1,5.3,396,37,3,8,Moderate
25.5,77.9,6.9,11.4,19.5,9.3,1.09,11.7,254,29,2,4,Good
41.2,79.1,5.6,27.6,35.9,6.9,1.66,7.1,359,42,2,5,Poor
